#ASTM G173-03 Reference Spectra Derived from SMARTS v. 2.9.2
#Wvlgth nm  Global tilt  W*m-2*nm-1
 280.0  4.73090000e-23
 280.5  1.23070000e-21
 281.0  5.68950000e-21
 281.5  1.56620000e-19
 282.0  1.19460000e-18
 282.5  4.54360000e-18
 283.0  1.84520000e-17
 283.5  3.53600000e-17
 284.0  7.26700000e-16
 284.5  2.48560000e-15
 285.0  8.01420000e-15
 285.5  4.26130000e-14
 286.0  1.36840000e-13
 286.5  8.38230000e-13
 287.0  2.73670000e-12
 287.5  1.09030000e-11
 288.0  6.23370000e-11
 288.5  1.71620000e-10
 289.0  5.62650000e-10
 289.5  2.07490000e-09
 290.0  6.01680000e-09
 290.5  1.37830000e-08
 291.0  3.50520000e-08
 291.5  1.09130000e-07
 292.0  2.68300000e-07
 292.5  4.26850000e-07
 293.0  8.64660000e-07
 293.5  2.27070000e-06
 294.0  4.17440000e-06
 294.5  6.59110000e-06
 295.0  1.22900000e-05
 295.5  2.78260000e-05
 296.0  4.79040000e-05
 296.5  7.13450000e-05
 297.0  9.68000000e-05
 297.5  1.86080000e-04
 298.0  2.89880000e-04
 298.5  3.57890000e-04
 299.0  4.92110000e-04
 299.5  8.60680000e-04
 300.0  1.02050000e-03
 300.5  1.24500000e-03
 301.0  1.93000000e-03
 301.5  2.69140000e-03
 302.0  2.92090000e-03
 302.5  4.28400000e-03
 303.0  7.09450000e-03
 303.5  8.97950000e-03
 304.0  9.47010000e-03
 304.5  1.19530000e-02
 305.0  1.64630000e-02
 305.5  1.87190000e-02
 306.0  1.85770000e-02
 306.5  2.11080000e-02
 307.0  2.78490000e-02
 307.5  3.56350000e-02
 308.0  3.78370000e-02
 308.5  4.14300000e-02
 309.0  4.05340000e-02
 309.5  4.33060000e-02
 310.0  5.09390000e-02
 310.5  6.55400000e-02
 311.0  8.29220000e-02
 311.5  8.40800000e-02
 312.0  9.33760000e-02
 312.5  9.89840000e-02
 313.0  1.07330000e-01
 313.5  1.07570000e-01
 314.0  1.19690000e-01
 314.5  1.30600000e-01
 315.0  1.36250000e-01
 315.5  1.18380000e-01
 316.0  1.23480000e-01
 316.5  1.50360000e-01
 317.0  1.71580000e-01
 317.5  1.82450000e-01
 318.0  1.75940000e-01
 318.5  1.85910000e-01
 319.0  2.04700000e-01
 319.5  1.95890000e-01
 320.0  2.05270000e-01
 320.5  2.45250000e-01
 321.0  2.50240000e-01
 321.5  2.38430000e-01
 322.0  2.22030000e-01
 322.5  2.17090000e-01
 323.0  2.12260000e-01
 323.5  2.48610000e-01
 324.0  2.75370000e-01
 324.5  2.83210000e-01
 325.0  2.78940000e-01
 325.5  3.24360000e-01
 326.0  3.81200000e-01
 326.5  4.07220000e-01
 327.0  3.98060000e-01
 327.5  3.84650000e-01
 328.0  3.51160000e-01
 328.5  3.71640000e-01
 329.0  4.22350000e-01
 329.5  4.68780000e-01
 330.0  4.71390000e-01
 330.5  4.28000000e-01
 331.0  4.02620000e-01
 331.5  4.18060000e-01
 332.0  4.36230000e-01
 332.5  4.39190000e-01
 333.0  4.29440000e-01
 333.5  4.07240000e-01
 334.0  4.14970000e-01
 334.5  4.45090000e-01
 335.0  4.63880000e-01
 335.5  4.53130000e-01
 336.0  4.15190000e-01
 336.5  3.82140000e-01
 337.0  3.73800000e-01
 337.5  4.00510000e-01
 338.0  4.34110000e-01
 338.5  4.55270000e-01
 339.0  4.63550000e-01
 339.5  4.74460000e-01
 340.0  5.01800000e-01
 340.5  5.00710000e-01
 341.0  4.71390000e-01
 341.5  4.69350000e-01
 342.0  4.89340000e-01
 342.5  5.07670000e-01
 343.0  5.14890000e-01
 343.5  4.86090000e-01
 344.0  4.18430000e-01
 344.5  4.03070000e-01
 345.0  4.58980000e-01
 345.5  4.89320000e-01
 346.0  4.77780000e-01
 346.5  4.86570000e-01
 347.0  4.94040000e-01
 347.5  4.76740000e-01
 348.0  4.75110000e-01
 348.5  4.83360000e-01
 349.0  4.65640000e-01
 349.5  4.78050000e-01
 350.0  5.27980000e-01
 350.5  5.67410000e-01
 351.0  5.51720000e-01
 351.5  5.30220000e-01
 352.0  5.17910000e-01
 352.5  4.89620000e-01
 353.0  5.20400000e-01
 353.5  5.72280000e-01
 354.0  6.04980000e-01
 354.5  6.11560000e-01
 355.0  6.11400000e-01
 355.5  5.90280000e-01
 356.0  5.53870000e-01
 356.5  5.19420000e-01
 357.0  4.56730000e-01
 357.5  4.62150000e-01
 358.0  4.30060000e-01
 358.5  3.99260000e-01
 359.0  4.69530000e-01
 359.5  5.65490000e-01
 360.0  5.98170000e-01
 360.5  5.65310000e-01
 361.0  5.20240000e-01
 361.5  5.09560000e-01
 362.0  5.34200000e-01
 362.5  5.85100000e-01
 363.0  6.01910000e-01
